Region,Province,Municipality,Covid-19 cases,Case per population
Region XIII,Surigao Del Norte,Surigao City ,3218,188.1
Region XIII,Surigao Del Norte,Tagana-An,143,82.5
Region XIII,Surigao Del Norte,San Benito,46,81.2
Region XIII,Surigao Del Norte,Alegria,139,85.9
Region XIII,Surigao Del Norte,San Francisco ,180,117.3
Region XIII,Surigao Del Norte,Gigaquit,209,95.7
Region XIII,Surigao Del Norte,Pilar,115,110.9
Region XIII,Surigao Del Norte,General Luna,336,147.0
Region XIII,Surigao Del Norte,Bacuag,197,132.4
Region XIII,Surigao Del Norte,Placer,347,117.2
Region XIII,Surigao Del Norte,Sison,174,121.8
Region XIII,Surigao Del Norte,Socorro,171,65.9
Region XIII,Surigao Del Norte,San Isidro,57,66.9
Region XIII,Surigao Del Norte,Burgos,84,200.7
Region XIII,Surigao Del Norte,Malimono,392,207.9
Region XIII,Surigao Del Norte,Santa Monica ,64,67.9
Region XIII,Surigao Del Norte,Del Carmen,145,72.0
Region XIII,Surigao Del Norte,Dapa,306,105.5
Region XIII,Surigao Del Norte,Tubod,181,120.3
Region XIII,Surigao Del Norte,Mainit,178,63.5
Region XIII,Surigao Del Sur,San Miguel,794,189.9
Region XIII,Surigao Del Sur,Cagwait,368,169.2
Region XIII,Surigao Del Sur,Lingig,336,95.6
Region XIII,Surigao Del Sur,Carrascal,671,272.9
Region XIII,Surigao Del Sur,Carmen,764,651.9
Region XIII,Surigao Del Sur,City of Bislig,2924,294.5
Region XIII,Surigao Del Sur,Hinatuan,466,106.3
Region XIII,Surigao Del Sur,City of Tandag ,2282,364.1
Region XIII,Surigao Del Sur,Tago,682,171.2
Region XIII,Surigao Del Sur,Tagbina,467,113.8
Region XIII,Surigao Del Sur,San Agustin,341,149.2
Region XIII,Surigao Del Sur,Barobo,872,164.1
Region XIII,Surigao Del Sur,Marihatag,290,149.2
Region XIII,Surigao Del Sur,Bayabas,459,511.2
Region XIII,Surigao Del Sur,Lianga,671,198.1
Region XIII,Surigao Del Sur,Cantilan,952,279.5
Region XIII,Surigao Del Sur,Lanuza,608,445.7
Region XIII,Surigao Del Sur,Madrid,656,393.9
Region XIII,Surigao Del Sur,Cortes,308,171.8
Region III,Tarlac,Bamban,1431,182.9
Region III,Tarlac,Paniqui,1922,186.6
Region III,Tarlac,Camiling,1916,219.4
Region III,Tarlac,Pura,829,321.6
Region III,Tarlac,Anao,238,195.0
Region III,Tarlac,Victoria,1391,200.5
Region III,Tarlac,Ramos,314,137.2
Region III,Tarlac,Capas,3704,237.4
Region III,Tarlac,La Paz,992,143.9
Region III,Tarlac,San Manuel,272,95.8
Region III,Tarlac,Concepcion,2539,149.4
Region III,Tarlac,San Clemente,334,253.4
Region III,Tarlac,Moncada,942,150.0
Region III,Tarlac,City of Tarlac ,12499,324.3
Region III,Tarlac,Gerona,1799,190.4
Region III,Tarlac,Mayantoc,505,154.9
Region III,Tarlac,San Jose,398,96.6
Region III,Tarlac,Santa Ignacia,856,165.8
Bangsamoro Autonomous Region in Muslim Mindanao,Tawi-Tawi,Sitangkai,23,6.2
Bangsamoro Autonomous Region in Muslim Mindanao,Tawi-Tawi,Mapun ,3,1.0
Bangsamoro Autonomous Region in Muslim Mindanao,Tawi-Tawi,Simunul,55,16.1
Bangsamoro Autonomous Region in Muslim Mindanao,Tawi-Tawi,Turtle Islands,6,10.6
Bangsamoro Autonomous Region in Muslim Mindanao,Tawi-Tawi,Sapa-Sapa,19,5.7
Bangsamoro Autonomous Region in Muslim Mindanao,Tawi-Tawi,Languyan,21,5.7
Bangsamoro Autonomous Region in Muslim Mindanao,Tawi-Tawi,Bongao ,532,45.8
Bangsamoro Autonomous Region in Muslim Mindanao,Tawi-Tawi,Sibutu,51,14.9
Bangsamoro Autonomous Region in Muslim Mindanao,Tawi-Tawi,South Ubian,6,2.0
Bangsamoro Autonomous Region in Muslim Mindanao,Tawi-Tawi,Tandubas,8,2.3
Bangsamoro Autonomous Region in Muslim Mindanao,Tawi-Tawi,Panglima Sugala ,46,9.6
Region III,Zambales,Candelaria,720,237.9
Region III,Zambales,Olongapo City,9516,365.6
Region III,Zambales,Botolan,1359,203.6
Region III,Zambales,Santa Cruz,883,138.3
Region III,Zambales,Masinloc,1261,231.3
Region III,Zambales,Iba ,1876,337.5
Region III,Zambales,Castillejos,1372,202.1
Region III,Zambales,Subic,2152,192.3
Region III,Zambales,San Narciso,980,318.6
Region III,Zambales,Cabangan,373,132.7
Region III,Zambales,San Felipe,510,203.7
Region III,Zambales,San Marcelino,889,235.7
Region III,Zambales,Palauig,922,231.8
Region III,Zambales,San Antonio,843,225.1
Region IX,Zamboanga Sibugay,Ipil ,1676,187.5
Region IX,Zamboanga Sibugay,Alicia,287,72.7
Region IX,Zamboanga Sibugay,Malangas,336,104.9
Region IX,Zamboanga Sibugay,Imelda,419,161.0
Region IX,Zamboanga Sibugay,Kabasalan,287,61.2
Region IX,Zamboanga Sibugay,Siay,449,110.6
Region IX,Zamboanga Sibugay,Tungawan,281,60.4
Region IX,Zamboanga Sibugay,Roseller Lim,189,43.4
Region IX,Zamboanga Sibugay,Talusan,56,20.1
Region IX,Zamboanga Sibugay,Olutanga,109,28.4
Region IX,Zamboanga Sibugay,Naga,225,53.9
Region IX,Zamboanga Sibugay,Mabuhay,99,26.5
Region IX,Zamboanga Sibugay,Titay,485,89.8
Region IX,Zamboanga Sibugay,Buug,507,131.9
Region IX,Zamboanga Sibugay,Payao,103,29.5
Region IX,Zamboanga Sibugay,Diplahan,263,80.7
Region IX,Zamboanga Del Norte,Jose Dalman ,450,155.8
Region IX,Zamboanga Del Norte,Pres. Manuel A. Roxas,398,101.5
Region IX,Zamboanga Del Norte,Dipolog City ,3347,242.3
Region IX,Zamboanga Del Norte,Sergio Osmeña Sr.,95,29.7
Region IX,Zamboanga Del Norte,Kalawit,380,159.6
Region IX,Zamboanga Del Norte,Bacungan ,218,78.9
Region IX,Zamboanga Del Norte,Katipunan,315,70.5
Region IX,Zamboanga Del Norte,Siayan,357,98.5
Region IX,Zamboanga Del Norte,Mutia,147,125.4
Region IX,Zamboanga Del Norte,Gutalac,161,44.6
Region IX,Zamboanga Del Norte,Piñan ,407,201.3
Region IX,Zamboanga Del Norte,Baliguian,115,48.4
Region IX,Zamboanga Del Norte,Tampilisan,251,101.7
Region IX,Zamboanga Del Norte,Rizal,351,233.2
Region IX,Zamboanga Del Norte,Sibuco,201,55.8
Region IX,Zamboanga Del Norte,Sirawai,105,33.7
Region IX,Zamboanga Del Norte,La Libertad,161,198.3
Region IX,Zamboanga Del Norte,Sibutad,241,138.1
Region IX,Zamboanga Del Norte,Liloy,611,144.7
Region IX,Zamboanga Del Norte,Salug,337,104.9
Region IX,Zamboanga Del Norte,Godod,158,90.2
Region IX,Zamboanga Del Norte,Labason,365,83.1
Region IX,Zamboanga Del Norte,Dapitan City,1453,170.5
Region IX,Zamboanga Del Norte,Sindangan,637,61.3
Region IX,Zamboanga Del Norte,Siocon,794,163.6
Region IX,Zamboanga Del Norte,Manukan,298,80.8
Region IX,Zamboanga Del Norte,Polanco,663,156.9
Region IX,Zamboanga Del Sur,Lakewood,275,127.6
Region IX,Zamboanga Del Sur,Bayog,217,62.9
Region IX,Zamboanga Del Sur,Josefina,102,83.6
Region IX,Zamboanga Del Sur,Dimataling,159,50.7
Region IX,Zamboanga Del Sur,Tigbao,328,151.3
Region IX,Zamboanga Del Sur,Ramon Magsaysay ,406,148.8
Region IX,Zamboanga Del Sur,Kumalarang,257,87.2
Region IX,Zamboanga Del Sur,Zamboanga City,32640,334.0
Region IX,Zamboanga Del Sur,Dinas,265,73.0
Region IX,Zamboanga Del Sur,Vincenzo A. Sagun,490,197.2
Region IX,Zamboanga Del Sur,Pagadian City ,6359,302.2
Region IX,Zamboanga Del Sur,San Miguel,264,133.1
Region IX,Zamboanga Del Sur,Labangan,1092,246.7
Region IX,Zamboanga Del Sur,Molave,789,148.5
Region IX,Zamboanga Del Sur,Guipos,346,159.2
Region IX,Zamboanga Del Sur,Mahayag,353,73.1
Region IX,Zamboanga Del Sur,Lapuyan,403,145.3
Region IX,Zamboanga Del Sur,Tabina,137,53.2
Region IX,Zamboanga Del Sur,Midsalip,204,60.5
Region IX,Zamboanga Del Sur,Tukuran,600,141.4
Region IX,Zamboanga Del Sur,Tambulig,500,133.4
Region IX,Zamboanga Del Sur,Sominot ,164,86.0
Region IX,Zamboanga Del Sur,Dumalinao,295,89.6
Region IX,Zamboanga Del Sur,Pitogo,138,50.2
Region IX,Zamboanga Del Sur,Aurora,654,123.4
Region IX,Zamboanga Del Sur,San Pablo,136,51.0
Region IX,Zamboanga Del Sur,Dumingag,315,64.4
Region IX,Zamboanga Del Sur,Margosatubig,692,179.0
