date,Region,"Case per 100,000"
2021-12-10,Region IX: Zamboanga Peninsula,10.0
2021-12-11,Region IX: Zamboanga Peninsula,9.0
2021-12-12,Region IX: Zamboanga Peninsula,12.0
2021-12-13,Region IX: Zamboanga Peninsula,19.0
2021-11-29,Region IX: Zamboanga Peninsula,54.0
2021-12-14,Region IX: Zamboanga Peninsula,10.0
2021-12-16,Region IX: Zamboanga Peninsula,17.0
2021-12-17,Region IX: Zamboanga Peninsula,9.0
2021-12-18,Region IX: Zamboanga Peninsula,14.0
2021-12-19,Region IX: Zamboanga Peninsula,0.0
2021-12-20,Region IX: Zamboanga Peninsula,23.0
2021-12-21,Region IX: Zamboanga Peninsula,6.0
2021-12-22,Region IX: Zamboanga Peninsula,13.0
2021-12-23,Region IX: Zamboanga Peninsula,19.0
2021-12-24,Region IX: Zamboanga Peninsula,4.0
2021-12-25,Region IX: Zamboanga Peninsula,16.0
2021-12-26,Region IX: Zamboanga Peninsula,13.0
2021-12-27,Region IX: Zamboanga Peninsula,9.0
2021-12-28,Region IX: Zamboanga Peninsula,16.0
2021-12-29,Region IX: Zamboanga Peninsula,24.0
2021-12-15,Region IX: Zamboanga Peninsula,12.0
2021-12-31,Region IX: Zamboanga Peninsula,12.0
2021-11-28,Region IX: Zamboanga Peninsula,52.0
2021-11-26,Region IX: Zamboanga Peninsula,52.0
2021-10-27,Region IX: Zamboanga Peninsula,164.0
2021-10-28,Region IX: Zamboanga Peninsula,476.0
2021-10-29,Region IX: Zamboanga Peninsula,184.0
2021-10-30,Region IX: Zamboanga Peninsula,240.0
2021-10-31,Region IX: Zamboanga Peninsula,198.0
2021-11-01,Region IX: Zamboanga Peninsula,81.0
2021-11-02,Region IX: Zamboanga Peninsula,74.0
2021-11-03,Region IX: Zamboanga Peninsula,78.0
2021-11-04,Region IX: Zamboanga Peninsula,116.0
2021-11-05,Region IX: Zamboanga Peninsula,175.0
2021-11-06,Region IX: Zamboanga Peninsula,128.0
2021-11-07,Region IX: Zamboanga Peninsula,167.0
2021-11-08,Region IX: Zamboanga Peninsula,62.0
2021-11-09,Region IX: Zamboanga Peninsula,53.0
2021-11-27,Region IX: Zamboanga Peninsula,120.0
2021-11-10,Region IX: Zamboanga Peninsula,73.0
2021-11-12,Region IX: Zamboanga Peninsula,90.0
2021-11-13,Region IX: Zamboanga Peninsula,130.0
2021-11-14,Region IX: Zamboanga Peninsula,97.0
2021-11-15,Region IX: Zamboanga Peninsula,44.0
2021-11-16,Region IX: Zamboanga Peninsula,40.0
2021-11-17,Region IX: Zamboanga Peninsula,49.0
2021-11-18,Region IX: Zamboanga Peninsula,74.0
2021-11-19,Region IX: Zamboanga Peninsula,79.0
2021-11-20,Region IX: Zamboanga Peninsula,78.0
2021-11-21,Region IX: Zamboanga Peninsula,43.0
2021-11-22,Region IX: Zamboanga Peninsula,24.0
2021-11-23,Region IX: Zamboanga Peninsula,51.0
2021-11-24,Region IX: Zamboanga Peninsula,28.0
2021-11-25,Region IX: Zamboanga Peninsula,67.0
2021-11-11,Region IX: Zamboanga Peninsula,106.0
2022-05-13,Region IX: Zamboanga Peninsula,1.0
2022-09-23,Region IX: Zamboanga Peninsula,29.0
2022-05-15,Region IX: Zamboanga Peninsula,0.0
2022-11-01,Region IX: Zamboanga Peninsula,16.0
2022-11-02,Region IX: Zamboanga Peninsula,4.0
2022-11-03,Region IX: Zamboanga Peninsula,8.0
2022-11-04,Region IX: Zamboanga Peninsula,11.0
2022-11-05,Region IX: Zamboanga Peninsula,7.0
2022-11-06,Region IX: Zamboanga Peninsula,22.0
2022-11-07,Region IX: Zamboanga Peninsula,12.0
2022-11-08,Region IX: Zamboanga Peninsula,18.0
2022-11-09,Region IX: Zamboanga Peninsula,14.0
2022-11-10,Region IX: Zamboanga Peninsula,14.0
2022-11-11,Region IX: Zamboanga Peninsula,14.0
2022-11-12,Region IX: Zamboanga Peninsula,24.0
2022-11-13,Region IX: Zamboanga Peninsula,36.0
2022-11-14,Region IX: Zamboanga Peninsula,9.0
2022-11-15,Region IX: Zamboanga Peninsula,41.0
2022-11-16,Region IX: Zamboanga Peninsula,6.0
2022-11-17,Region IX: Zamboanga Peninsula,21.0
2022-11-18,Region IX: Zamboanga Peninsula,46.0
2022-11-19,Region IX: Zamboanga Peninsula,11.0
2022-11-20,Region IX: Zamboanga Peninsula,30.0
2022-11-21,Region IX: Zamboanga Peninsula,31.0
2022-11-22,Region IX: Zamboanga Peninsula,11.0
2022-11-23,Region IX: Zamboanga Peninsula,14.0
2022-11-24,Region IX: Zamboanga Peninsula,24.0
2022-11-25,Region IX: Zamboanga Peninsula,24.0
2022-11-26,Region IX: Zamboanga Peninsula,28.0
2022-11-27,Region IX: Zamboanga Peninsula,31.0
2022-11-28,Region IX: Zamboanga Peninsula,6.0
2022-11-29,Region IX: Zamboanga Peninsula,19.0
2022-10-31,Region IX: Zamboanga Peninsula,8.0
2022-10-30,Region IX: Zamboanga Peninsula,15.0
2022-10-29,Region IX: Zamboanga Peninsula,7.0
2022-10-28,Region IX: Zamboanga Peninsula,8.0
2022-09-28,Region IX: Zamboanga Peninsula,12.0
2022-09-29,Region IX: Zamboanga Peninsula,18.0
2022-09-30,Region IX: Zamboanga Peninsula,10.0
2022-10-01,Region IX: Zamboanga Peninsula,30.0
2022-10-02,Region IX: Zamboanga Peninsula,16.0
2022-10-03,Region IX: Zamboanga Peninsula,21.0
2022-10-04,Region IX: Zamboanga Peninsula,8.0
2022-10-05,Region IX: Zamboanga Peninsula,8.0
2022-10-06,Region IX: Zamboanga Peninsula,11.0
2022-10-07,Region IX: Zamboanga Peninsula,18.0
2022-10-08,Region IX: Zamboanga Peninsula,13.0
2022-10-09,Region IX: Zamboanga Peninsula,5.0
2022-10-10,Region IX: Zamboanga Peninsula,13.0
2022-10-11,Region IX: Zamboanga Peninsula,11.0
2022-11-30,Region IX: Zamboanga Peninsula,16.0
2022-10-12,Region IX: Zamboanga Peninsula,8.0
2022-10-14,Region IX: Zamboanga Peninsula,10.0
2022-10-15,Region IX: Zamboanga Peninsula,6.0
2022-10-16,Region IX: Zamboanga Peninsula,5.0
2022-10-17,Region IX: Zamboanga Peninsula,9.0
2022-10-18,Region IX: Zamboanga Peninsula,3.0
2022-10-19,Region IX: Zamboanga Peninsula,0.0
2022-10-20,Region IX: Zamboanga Peninsula,6.0
2022-10-21,Region IX: Zamboanga Peninsula,10.0
2022-10-22,Region IX: Zamboanga Peninsula,9.0
2022-10-23,Region IX: Zamboanga Peninsula,8.0
2022-10-24,Region IX: Zamboanga Peninsula,8.0
2022-10-25,Region IX: Zamboanga Peninsula,6.0
2022-10-26,Region IX: Zamboanga Peninsula,7.0
2022-10-27,Region IX: Zamboanga Peninsula,15.0
2022-10-13,Region IX: Zamboanga Peninsula,17.0
2022-09-27,Region IX: Zamboanga Peninsula,11.0
2022-12-01,Region IX: Zamboanga Peninsula,22.0
2022-12-03,Region IX: Zamboanga Peninsula,19.0
2023-01-07,Region IX: Zamboanga Peninsula,9.0
2023-01-08,Region IX: Zamboanga Peninsula,4.0
2023-01-09,Region IX: Zamboanga Peninsula,5.0
2023-01-10,Region IX: Zamboanga Peninsula,3.0
2023-01-11,Region IX: Zamboanga Peninsula,2.0
2023-01-12,Region IX: Zamboanga Peninsula,2.0
2023-01-13,Region IX: Zamboanga Peninsula,19.0
2023-01-14,Region IX: Zamboanga Peninsula,4.0
2023-01-15,Region IX: Zamboanga Peninsula,2.0
2023-01-16,Region IX: Zamboanga Peninsula,1.0
2023-01-17,Region IX: Zamboanga Peninsula,1.0
2023-01-18,Region IX: Zamboanga Peninsula,4.0
2023-01-19,Region IX: Zamboanga Peninsula,1.0
2023-01-20,Region IX: Zamboanga Peninsula,10.0
2023-01-21,Region IX: Zamboanga Peninsula,1.0
2023-01-22,Region IX: Zamboanga Peninsula,4.0
2023-01-23,Region IX: Zamboanga Peninsula,2.0
2023-01-24,Region IX: Zamboanga Peninsula,0.0
2023-01-25,Region IX: Zamboanga Peninsula,1.0
2023-01-26,Region IX: Zamboanga Peninsula,2.0
2023-01-27,Region IX: Zamboanga Peninsula,3.0
2023-01-28,Region IX: Zamboanga Peninsula,4.0
2023-01-29,Region IX: Zamboanga Peninsula,1.0
2023-01-30,Region IX: Zamboanga Peninsula,4.0
2023-01-31,Region IX: Zamboanga Peninsula,0.0
2023-02-01,Region IX: Zamboanga Peninsula,0.0
2023-02-02,Region IX: Zamboanga Peninsula,1.0
2023-02-03,Region IX: Zamboanga Peninsula,0.0
2021-08-20,Region IX: Zamboanga Peninsula,173.0
2023-01-06,Region IX: Zamboanga Peninsula,9.0
2023-01-05,Region IX: Zamboanga Peninsula,8.0
2023-01-04,Region IX: Zamboanga Peninsula,0.0
2023-01-03,Region IX: Zamboanga Peninsula,4.0
2022-12-04,Region IX: Zamboanga Peninsula,30.0
2022-12-05,Region IX: Zamboanga Peninsula,10.0
2022-12-06,Region IX: Zamboanga Peninsula,23.0
2022-12-07,Region IX: Zamboanga Peninsula,22.0
2022-12-08,Region IX: Zamboanga Peninsula,44.0
2022-12-09,Region IX: Zamboanga Peninsula,20.0
2022-12-10,Region IX: Zamboanga Peninsula,12.0
2022-12-11,Region IX: Zamboanga Peninsula,23.0
2022-12-12,Region IX: Zamboanga Peninsula,16.0
2022-12-13,Region IX: Zamboanga Peninsula,17.0
2022-12-14,Region IX: Zamboanga Peninsula,17.0
2022-12-15,Region IX: Zamboanga Peninsula,5.0
2022-12-16,Region IX: Zamboanga Peninsula,54.0
2022-12-17,Region IX: Zamboanga Peninsula,24.0
2022-12-02,Region IX: Zamboanga Peninsula,39.0
2022-12-18,Region IX: Zamboanga Peninsula,13.0
2022-12-20,Region IX: Zamboanga Peninsula,6.0
2022-12-21,Region IX: Zamboanga Peninsula,11.0
2022-12-22,Region IX: Zamboanga Peninsula,22.0
2022-12-23,Region IX: Zamboanga Peninsula,16.0
2022-12-24,Region IX: Zamboanga Peninsula,9.0
2022-12-25,Region IX: Zamboanga Peninsula,16.0
2022-12-26,Region IX: Zamboanga Peninsula,2.0
2022-12-27,Region IX: Zamboanga Peninsula,4.0
2022-12-28,Region IX: Zamboanga Peninsula,4.0
2022-12-29,Region IX: Zamboanga Peninsula,8.0
2022-12-30,Region IX: Zamboanga Peninsula,4.0
2022-12-31,Region IX: Zamboanga Peninsula,12.0
2023-01-01,Region IX: Zamboanga Peninsula,4.0
2023-01-02,Region IX: Zamboanga Peninsula,5.0
2022-12-19,Region IX: Zamboanga Peninsula,23.0
2022-05-14,Region IX: Zamboanga Peninsula,4.0
2022-09-26,Region IX: Zamboanga Peninsula,12.0
2022-09-24,Region IX: Zamboanga Peninsula,22.0
2022-06-19,Region IX: Zamboanga Peninsula,5.0
2022-06-20,Region IX: Zamboanga Peninsula,7.0
2022-06-21,Region IX: Zamboanga Peninsula,3.0
2022-06-22,Region IX: Zamboanga Peninsula,5.0
2022-06-23,Region IX: Zamboanga Peninsula,10.0
2022-06-24,Region IX: Zamboanga Peninsula,9.0
2022-06-25,Region IX: Zamboanga Peninsula,7.0
2022-06-26,Region IX: Zamboanga Peninsula,7.0
2022-06-27,Region IX: Zamboanga Peninsula,8.0
2022-06-28,Region IX: Zamboanga Peninsula,10.0
2022-06-29,Region IX: Zamboanga Peninsula,4.0
2022-06-30,Region IX: Zamboanga Peninsula,6.0
2022-07-01,Region IX: Zamboanga Peninsula,8.0
2022-07-02,Region IX: Zamboanga Peninsula,6.0
2022-07-03,Region IX: Zamboanga Peninsula,10.0
2022-07-04,Region IX: Zamboanga Peninsula,9.0
2022-07-05,Region IX: Zamboanga Peninsula,1.0
2022-07-06,Region IX: Zamboanga Peninsula,7.0
2022-07-07,Region IX: Zamboanga Peninsula,7.0
2022-07-08,Region IX: Zamboanga Peninsula,12.0
2022-07-09,Region IX: Zamboanga Peninsula,7.0
2022-07-10,Region IX: Zamboanga Peninsula,6.0
2022-07-11,Region IX: Zamboanga Peninsula,16.0
2022-07-12,Region IX: Zamboanga Peninsula,14.0
2022-07-13,Region IX: Zamboanga Peninsula,4.0
2022-07-14,Region IX: Zamboanga Peninsula,6.0
2022-07-15,Region IX: Zamboanga Peninsula,11.0
2022-07-16,Region IX: Zamboanga Peninsula,19.0
2022-07-17,Region IX: Zamboanga Peninsula,21.0
2022-06-18,Region IX: Zamboanga Peninsula,4.0
2022-06-17,Region IX: Zamboanga Peninsula,5.0
2022-06-16,Region IX: Zamboanga Peninsula,5.0
2022-06-15,Region IX: Zamboanga Peninsula,2.0
2022-05-16,Region IX: Zamboanga Peninsula,6.0
2022-05-17,Region IX: Zamboanga Peninsula,1.0
2022-05-18,Region IX: Zamboanga Peninsula,2.0
2022-05-19,Region IX: Zamboanga Peninsula,9.0
2022-05-20,Region IX: Zamboanga Peninsula,5.0
2022-05-21,Region IX: Zamboanga Peninsula,4.0
2022-05-22,Region IX: Zamboanga Peninsula,5.0
2022-05-23,Region IX: Zamboanga Peninsula,2.0
2022-05-24,Region IX: Zamboanga Peninsula,2.0
2022-05-25,Region IX: Zamboanga Peninsula,1.0
2022-05-26,Region IX: Zamboanga Peninsula,5.0
2022-05-27,Region IX: Zamboanga Peninsula,7.0
2022-05-28,Region IX: Zamboanga Peninsula,3.0
2022-05-29,Region IX: Zamboanga Peninsula,8.0
2022-07-18,Region IX: Zamboanga Peninsula,12.0
2022-05-30,Region IX: Zamboanga Peninsula,4.0
2022-06-01,Region IX: Zamboanga Peninsula,5.0
2022-06-02,Region IX: Zamboanga Peninsula,2.0
2022-06-03,Region IX: Zamboanga Peninsula,4.0
2022-06-04,Region IX: Zamboanga Peninsula,8.0
2022-06-05,Region IX: Zamboanga Peninsula,4.0
2022-06-06,Region IX: Zamboanga Peninsula,8.0
2022-06-07,Region IX: Zamboanga Peninsula,3.0
2022-06-08,Region IX: Zamboanga Peninsula,4.0
2022-06-09,Region IX: Zamboanga Peninsula,3.0
2022-06-10,Region IX: Zamboanga Peninsula,5.0
2022-06-11,Region IX: Zamboanga Peninsula,1.0
2022-06-12,Region IX: Zamboanga Peninsula,9.0
2022-06-13,Region IX: Zamboanga Peninsula,5.0
2022-06-14,Region IX: Zamboanga Peninsula,6.0
2022-05-31,Region IX: Zamboanga Peninsula,2.0
2022-09-25,Region IX: Zamboanga Peninsula,19.0
2022-07-19,Region IX: Zamboanga Peninsula,9.0
2022-07-21,Region IX: Zamboanga Peninsula,30.0
2022-08-25,Region IX: Zamboanga Peninsula,88.0
2022-08-26,Region IX: Zamboanga Peninsula,47.0
2022-08-27,Region IX: Zamboanga Peninsula,50.0
2022-08-28,Region IX: Zamboanga Peninsula,27.0
2022-08-29,Region IX: Zamboanga Peninsula,56.0
2022-08-30,Region IX: Zamboanga Peninsula,39.0
2022-08-31,Region IX: Zamboanga Peninsula,23.0
2022-09-01,Region IX: Zamboanga Peninsula,39.0
2022-09-02,Region IX: Zamboanga Peninsula,63.0
2022-09-03,Region IX: Zamboanga Peninsula,79.0
2022-09-04,Region IX: Zamboanga Peninsula,39.0
2022-09-05,Region IX: Zamboanga Peninsula,30.0
2022-09-06,Region IX: Zamboanga Peninsula,24.0
2022-09-07,Region IX: Zamboanga Peninsula,34.0
2022-09-08,Region IX: Zamboanga Peninsula,29.0
2022-09-09,Region IX: Zamboanga Peninsula,13.0
2022-09-10,Region IX: Zamboanga Peninsula,62.0
2022-09-11,Region IX: Zamboanga Peninsula,21.0
2022-09-12,Region IX: Zamboanga Peninsula,15.0
2022-09-13,Region IX: Zamboanga Peninsula,19.0
2022-09-14,Region IX: Zamboanga Peninsula,25.0
2022-09-15,Region IX: Zamboanga Peninsula,38.0
2022-09-16,Region IX: Zamboanga Peninsula,32.0
2022-09-17,Region IX: Zamboanga Peninsula,33.0
2022-09-18,Region IX: Zamboanga Peninsula,15.0
2022-09-19,Region IX: Zamboanga Peninsula,31.0
2022-09-20,Region IX: Zamboanga Peninsula,9.0
2022-09-21,Region IX: Zamboanga Peninsula,12.0
2022-09-22,Region IX: Zamboanga Peninsula,36.0
2022-08-24,Region IX: Zamboanga Peninsula,55.0
2022-08-23,Region IX: Zamboanga Peninsula,38.0
2022-08-22,Region IX: Zamboanga Peninsula,49.0
2022-08-21,Region IX: Zamboanga Peninsula,68.0
2022-07-22,Region IX: Zamboanga Peninsula,27.0
2022-07-23,Region IX: Zamboanga Peninsula,24.0
2022-07-24,Region IX: Zamboanga Peninsula,21.0
2022-07-25,Region IX: Zamboanga Peninsula,30.0
2022-07-26,Region IX: Zamboanga Peninsula,26.0
2022-07-27,Region IX: Zamboanga Peninsula,27.0
2022-07-28,Region IX: Zamboanga Peninsula,39.0
2022-07-29,Region IX: Zamboanga Peninsula,46.0
2022-07-30,Region IX: Zamboanga Peninsula,28.0
2022-07-31,Region IX: Zamboanga Peninsula,44.0
2022-08-01,Region IX: Zamboanga Peninsula,24.0
2022-08-02,Region IX: Zamboanga Peninsula,20.0
2022-08-03,Region IX: Zamboanga Peninsula,24.0
2022-08-04,Region IX: Zamboanga Peninsula,30.0
2022-07-20,Region IX: Zamboanga Peninsula,7.0
2022-08-05,Region IX: Zamboanga Peninsula,62.0
2022-08-07,Region IX: Zamboanga Peninsula,73.0
2022-08-08,Region IX: Zamboanga Peninsula,51.0
2022-08-09,Region IX: Zamboanga Peninsula,50.0
2022-08-10,Region IX: Zamboanga Peninsula,22.0
2022-08-11,Region IX: Zamboanga Peninsula,59.0
2022-08-12,Region IX: Zamboanga Peninsula,88.0
2022-08-13,Region IX: Zamboanga Peninsula,53.0
2022-08-14,Region IX: Zamboanga Peninsula,98.0
2022-08-15,Region IX: Zamboanga Peninsula,56.0
2022-08-16,Region IX: Zamboanga Peninsula,73.0
2022-08-17,Region IX: Zamboanga Peninsula,56.0
2022-08-18,Region IX: Zamboanga Peninsula,100.0
2022-08-19,Region IX: Zamboanga Peninsula,88.0
2022-08-20,Region IX: Zamboanga Peninsula,52.0
2022-08-06,Region IX: Zamboanga Peninsula,57.0
2021-08-19,Region IX: Zamboanga Peninsula,97.0
2023-02-04,Region IX: Zamboanga Peninsula,2.0
2021-08-17,Region IX: Zamboanga Peninsula,67.0
2020-08-18,Region IX: Zamboanga Peninsula,29.0
2020-08-19,Region IX: Zamboanga Peninsula,16.0
2020-08-20,Region IX: Zamboanga Peninsula,20.0
2020-08-21,Region IX: Zamboanga Peninsula,26.0
2020-08-22,Region IX: Zamboanga Peninsula,26.0
2020-08-23,Region IX: Zamboanga Peninsula,32.0
2020-08-24,Region IX: Zamboanga Peninsula,36.0
2020-08-25,Region IX: Zamboanga Peninsula,27.0
2020-08-26,Region IX: Zamboanga Peninsula,33.0
2020-08-27,Region IX: Zamboanga Peninsula,13.0
2020-08-28,Region IX: Zamboanga Peninsula,35.0
2020-08-29,Region IX: Zamboanga Peninsula,47.0
2020-08-30,Region IX: Zamboanga Peninsula,19.0
2020-08-31,Region IX: Zamboanga Peninsula,34.0
2020-09-01,Region IX: Zamboanga Peninsula,40.0
2020-09-02,Region IX: Zamboanga Peninsula,11.0
2020-09-03,Region IX: Zamboanga Peninsula,37.0
2020-09-04,Region IX: Zamboanga Peninsula,21.0
2020-09-05,Region IX: Zamboanga Peninsula,19.0
2020-09-06,Region IX: Zamboanga Peninsula,22.0
2020-09-07,Region IX: Zamboanga Peninsula,23.0
2020-09-08,Region IX: Zamboanga Peninsula,21.0
2020-09-09,Region IX: Zamboanga Peninsula,22.0
2020-09-10,Region IX: Zamboanga Peninsula,21.0
2020-09-11,Region IX: Zamboanga Peninsula,16.0
2020-09-12,Region IX: Zamboanga Peninsula,29.0
2020-09-13,Region IX: Zamboanga Peninsula,24.0
2020-09-14,Region IX: Zamboanga Peninsula,37.0
2020-09-15,Region IX: Zamboanga Peninsula,36.0
2020-08-17,Region IX: Zamboanga Peninsula,37.0
2020-08-16,Region IX: Zamboanga Peninsula,14.0
2020-08-15,Region IX: Zamboanga Peninsula,34.0
2020-08-14,Region IX: Zamboanga Peninsula,27.0
2020-07-15,Region IX: Zamboanga Peninsula,40.0
2020-07-16,Region IX: Zamboanga Peninsula,33.0
2020-07-17,Region IX: Zamboanga Peninsula,8.0
2020-07-18,Region IX: Zamboanga Peninsula,18.0
2020-07-19,Region IX: Zamboanga Peninsula,6.0
2020-07-20,Region IX: Zamboanga Peninsula,6.0
2020-07-21,Region IX: Zamboanga Peninsula,9.0
2020-07-22,Region IX: Zamboanga Peninsula,51.0
2020-07-23,Region IX: Zamboanga Peninsula,20.0
2020-07-24,Region IX: Zamboanga Peninsula,22.0
2020-07-25,Region IX: Zamboanga Peninsula,10.0
2020-07-26,Region IX: Zamboanga Peninsula,6.0
2020-07-27,Region IX: Zamboanga Peninsula,0.0
2020-07-28,Region IX: Zamboanga Peninsula,9.0
2020-09-16,Region IX: Zamboanga Peninsula,14.0
2020-07-29,Region IX: Zamboanga Peninsula,8.0
2020-07-31,Region IX: Zamboanga Peninsula,50.0
2020-08-01,Region IX: Zamboanga Peninsula,12.0
2020-08-02,Region IX: Zamboanga Peninsula,5.0
2020-08-03,Region IX: Zamboanga Peninsula,32.0
2020-08-04,Region IX: Zamboanga Peninsula,17.0
2020-08-05,Region IX: Zamboanga Peninsula,16.0
2020-08-06,Region IX: Zamboanga Peninsula,43.0
2020-08-07,Region IX: Zamboanga Peninsula,10.0
2020-08-08,Region IX: Zamboanga Peninsula,46.0
2020-08-09,Region IX: Zamboanga Peninsula,16.0
2020-08-10,Region IX: Zamboanga Peninsula,38.0
2020-08-11,Region IX: Zamboanga Peninsula,16.0
2020-08-12,Region IX: Zamboanga Peninsula,34.0
2020-08-13,Region IX: Zamboanga Peninsula,22.0
2020-07-30,Region IX: Zamboanga Peninsula,52.0
2020-07-14,Region IX: Zamboanga Peninsula,2.0
2020-09-17,Region IX: Zamboanga Peninsula,18.0
2020-09-19,Region IX: Zamboanga Peninsula,27.0
2020-10-24,Region IX: Zamboanga Peninsula,52.0
2020-10-25,Region IX: Zamboanga Peninsula,77.0
2020-10-26,Region IX: Zamboanga Peninsula,43.0
2020-10-27,Region IX: Zamboanga Peninsula,77.0
2020-10-28,Region IX: Zamboanga Peninsula,56.0
2020-10-29,Region IX: Zamboanga Peninsula,78.0
2020-10-30,Region IX: Zamboanga Peninsula,61.0
2020-10-31,Region IX: Zamboanga Peninsula,86.0
2020-11-01,Region IX: Zamboanga Peninsula,37.0
2020-11-02,Region IX: Zamboanga Peninsula,60.0
2020-11-03,Region IX: Zamboanga Peninsula,40.0
2020-11-04,Region IX: Zamboanga Peninsula,35.0
2020-11-05,Region IX: Zamboanga Peninsula,36.0
2020-11-06,Region IX: Zamboanga Peninsula,54.0
2020-11-07,Region IX: Zamboanga Peninsula,26.0
2020-11-08,Region IX: Zamboanga Peninsula,48.0
2020-11-09,Region IX: Zamboanga Peninsula,52.0
2020-11-10,Region IX: Zamboanga Peninsula,51.0
2020-11-11,Region IX: Zamboanga Peninsula,41.0
2020-11-12,Region IX: Zamboanga Peninsula,23.0
2020-11-13,Region IX: Zamboanga Peninsula,44.0
2020-11-14,Region IX: Zamboanga Peninsula,42.0
2020-11-15,Region IX: Zamboanga Peninsula,43.0
2020-11-16,Region IX: Zamboanga Peninsula,42.0
2020-11-17,Region IX: Zamboanga Peninsula,73.0
2020-11-18,Region IX: Zamboanga Peninsula,38.0
2020-11-19,Region IX: Zamboanga Peninsula,29.0
2020-11-20,Region IX: Zamboanga Peninsula,45.0
2020-11-21,Region IX: Zamboanga Peninsula,42.0
2020-10-23,Region IX: Zamboanga Peninsula,50.0
2020-10-22,Region IX: Zamboanga Peninsula,78.0
2020-10-21,Region IX: Zamboanga Peninsula,67.0
2020-10-20,Region IX: Zamboanga Peninsula,32.0
2020-09-20,Region IX: Zamboanga Peninsula,27.0
2020-09-21,Region IX: Zamboanga Peninsula,16.0
2020-09-22,Region IX: Zamboanga Peninsula,21.0
2020-09-23,Region IX: Zamboanga Peninsula,25.0
2020-09-24,Region IX: Zamboanga Peninsula,12.0
2020-09-25,Region IX: Zamboanga Peninsula,27.0
2020-09-26,Region IX: Zamboanga Peninsula,31.0
2020-09-27,Region IX: Zamboanga Peninsula,18.0
2020-09-28,Region IX: Zamboanga Peninsula,22.0
2020-09-29,Region IX: Zamboanga Peninsula,20.0
2020-09-30,Region IX: Zamboanga Peninsula,29.0
2020-10-01,Region IX: Zamboanga Peninsula,14.0
2020-10-02,Region IX: Zamboanga Peninsula,31.0
2020-10-03,Region IX: Zamboanga Peninsula,24.0
2020-09-18,Region IX: Zamboanga Peninsula,30.0
2020-10-04,Region IX: Zamboanga Peninsula,31.0
2020-10-06,Region IX: Zamboanga Peninsula,34.0
2020-10-07,Region IX: Zamboanga Peninsula,30.0
2020-10-08,Region IX: Zamboanga Peninsula,14.0
2020-10-09,Region IX: Zamboanga Peninsula,68.0
2020-10-10,Region IX: Zamboanga Peninsula,60.0
2020-10-11,Region IX: Zamboanga Peninsula,64.0
2020-10-12,Region IX: Zamboanga Peninsula,126.0
2020-10-13,Region IX: Zamboanga Peninsula,54.0
2020-10-14,Region IX: Zamboanga Peninsula,74.0
2020-10-15,Region IX: Zamboanga Peninsula,84.0
2020-10-16,Region IX: Zamboanga Peninsula,43.0
2020-10-17,Region IX: Zamboanga Peninsula,69.0
2020-10-18,Region IX: Zamboanga Peninsula,58.0
2020-10-19,Region IX: Zamboanga Peninsula,35.0
2020-10-05,Region IX: Zamboanga Peninsula,22.0
2020-11-22,Region IX: Zamboanga Peninsula,48.0
2020-07-13,Region IX: Zamboanga Peninsula,20.0
2020-07-11,Region IX: Zamboanga Peninsula,4.0
2020-04-06,Region IX: Zamboanga Peninsula,0.0
2020-04-07,Region IX: Zamboanga Peninsula,1.0
2020-04-08,Region IX: Zamboanga Peninsula,0.0
2020-04-09,Region IX: Zamboanga Peninsula,0.0
2020-04-10,Region IX: Zamboanga Peninsula,0.0
2020-04-11,Region IX: Zamboanga Peninsula,0.0
2020-04-12,Region IX: Zamboanga Peninsula,0.0
2020-04-13,Region IX: Zamboanga Peninsula,1.0
2020-04-14,Region IX: Zamboanga Peninsula,1.0
2020-04-15,Region IX: Zamboanga Peninsula,0.0
2020-04-16,Region IX: Zamboanga Peninsula,0.0
2020-04-17,Region IX: Zamboanga Peninsula,0.0
2020-04-18,Region IX: Zamboanga Peninsula,0.0
2020-04-19,Region IX: Zamboanga Peninsula,0.0
2020-04-20,Region IX: Zamboanga Peninsula,0.0
2020-04-21,Region IX: Zamboanga Peninsula,0.0
2020-04-22,Region IX: Zamboanga Peninsula,0.0
2020-04-23,Region IX: Zamboanga Peninsula,0.0
2020-04-24,Region IX: Zamboanga Peninsula,0.0
2020-04-25,Region IX: Zamboanga Peninsula,0.0
2020-04-26,Region IX: Zamboanga Peninsula,0.0
2020-04-27,Region IX: Zamboanga Peninsula,1.0
2020-04-28,Region IX: Zamboanga Peninsula,0.0
2020-04-29,Region IX: Zamboanga Peninsula,1.0
2020-04-30,Region IX: Zamboanga Peninsula,0.0
2020-05-01,Region IX: Zamboanga Peninsula,0.0
2020-05-02,Region IX: Zamboanga Peninsula,0.0
2020-05-03,Region IX: Zamboanga Peninsula,23.0
2020-05-04,Region IX: Zamboanga Peninsula,14.0
2020-04-05,Region IX: Zamboanga Peninsula,0.0
2020-04-04,Region IX: Zamboanga Peninsula,0.0
2020-04-03,Region IX: Zamboanga Peninsula,2.0
2020-04-02,Region IX: Zamboanga Peninsula,1.0
2020-01-30,Region IX: Zamboanga Peninsula,0.0
2020-02-03,Region IX: Zamboanga Peninsula,0.0
2020-02-05,Region IX: Zamboanga Peninsula,0.0
2020-03-06,Region IX: Zamboanga Peninsula,0.0
2020-03-07,Region IX: Zamboanga Peninsula,0.0
2020-03-08,Region IX: Zamboanga Peninsula,0.0
